SITE_TYPE,SITECODE,NAME,VARIABLE,cle,VALUE,SCORE,LABEL,DATA_SRCE
SAC,UK0030325,Tonnagh Beg Bog,Maximum CLe exceedance,3,0.22742,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI124,Cranny Bogs,Maximum CLe exceedance,3,1.13966,1,Low,2017 Ammonia Concentrations
SAC,UK0030321,Cranny Bogs,Maximum CLe exceedance,3,1.13966,1,Low,2017 Ammonia Concentrations
SSSI,ASSI110,Finn Floods,Maximum CLe exceedance,3,0.36854,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI268,Round Lough and Lough Fadda,Maximum CLe exceedance,3,0.15952,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI130,Tully Bog,Maximum CLe exceedance,3,0.0671900000000001,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030326,Tully Bog,Maximum CLe exceedance,3,0.0671900000000001,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI196,Grange Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI213,Owenkillew River,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030233,Owenkillew River,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI014,Knockballymore Lough,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016621,Magheraveely Marl Loughs,Maximum CLe exceedance,3,2.61939,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI081,Burdautien Lough,Maximum CLe exceedance,3,1.29135,1,Low,2017 Ammonia Concentrations
SSSI,ASSI078,Kilroosky Lough,Maximum CLe exceedance,3,1.29135,1,Low,2017 Ammonia Concentrations
SSSI,ASSI080,Summerhill Lough,Maximum CLe exceedance,3,0.0393999999999997,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI223,Cullentra Lough,Maximum CLe exceedance,3,0.21342,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI197,Corbylin Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI062,Owenkillew and Glenelly Woods,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI077,Slieve Beagh,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016622,Slieve Beagh,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI195,Silverbrook Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI121,Annachullion Lough,Maximum CLe exceedance,3,2.24391,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI309,Mullaghcarn,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI296,River Faughan and Tributaries,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030361,River Faughan and Tributaries,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI122,Drumacrittin Lough,Maximum CLe exceedance,3,2.61939,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI392,Cloghcor Lough,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI308,Annaghagh Bog,Maximum CLe exceedance,3,0.6253,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI227,Bonds Glen,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI261,Lough McCall,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI035,Deroran Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030324,Deroran Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI051,Lough Foyle,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI061,Ervey Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI398,Cavan,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI056,Drumlea and Mullan Woods,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI060,Ness Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI262,Lough na blaney bane,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI237,Derrycloony Lough,Maximum CLe exceedance,3,0.21573,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI397,Roeveagh,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI224,Fymore Lough,Maximum CLe exceedance,3,0.21573,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI348,Lough Macrory,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI007,Black Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016609,Black Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI057,Glenmore Wood,Maximum CLe exceedance,3,0.48922,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030360,River Roe and Tributaries,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030296,Upper Ballinderry River,Maximum CLe exceedance,3,3.37014,3,High,2017 Ammonia Concentrations
SSSI,ASSI407,Lough Lark,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI059,Altmover Glen,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI239,Black Lough (Tyrone),Maximum CLe exceedance,3,0.58645,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI064,Banagher Glen,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030083,Banagher Glen,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI068,Magilligan,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016613,Magilligan,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI146,Tullybrick Lough,Maximum CLe exceedance,3,4.77511,4,Very High,2017 Ammonia Concentrations
SSSI,ASSI342,Caledon and Tynan,Maximum CLe exceedance,3,42.89256,4,Very High,2017 Ammonia Concentrations
SSSI,ASSI055,Crockaghole Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI011,Teal Lough and Slaghtfreeden Bogs,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI228,Aghanloo Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI212,Binevenagh,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030089,Binevenagh,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI031,Kiltubbrid Loughs,Maximum CLe exceedance,3,3.07075,3,High,2017 Ammonia Concentrations
SAC,UK0016608,Teal Lough,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI088,Teal Lough Part II,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI307,Knocknacloy,Maximum CLe exceedance,3,2.25189,2,Moderate,2017 Ammonia Concentrations
SSSI,ASSI266,Ballyrisk More,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI182,Drumcarn,Maximum CLe exceedance,3,0.74927,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI183,Crossbane Lough,Maximum CLe exceedance,3,0.698799999999999,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI167,Carn/Glenshane Pass,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030110,Carn  Glenshane Pass,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI371,Gortcorbies,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI171,Altikeeragh,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI179,Straghans Lough,Maximum CLe exceedance,3,0.62453,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI257,Ballymacallion,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI259,Castle River Valley,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI258,Smulgedon,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI267,Coolnasillagh,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI208,Bann Estuary,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030084,Bann Estuary,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI410,Knockadoo Wood,Maximum CLe exceedance,3,1.01884,1,Low,2017 Ammonia Concentrations
SSSI,ASSI216,Tullyard,Maximum CLe exceedance,3,0.67808,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI194,Ballyknock,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI205,Drumlougher Lough,Maximum CLe exceedance,3,0.31975,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI256,Errigal Glen,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI240,Drumcrow,Maximum CLe exceedance,3,0.614799999999999,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI010,Ballynahone Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016599,Ballynahone Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI038,Annacramph Meadows,Maximum CLe exceedance,3,1.13483,1,Low,2017 Ammonia Concentrations
SSSI,ASSI415,Tamnyrankin,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI210,Peatlands Park,Maximum CLe exceedance,3,0.0555699999999999,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030236,Peatlands Park,Maximum CLe exceedance,3,0.0555699999999999,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI074,Curran Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030322,Curran Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI204,Lurgan Lough,Maximum CLe exceedance,3,0.27586,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI030,Lough Neagh,Maximum CLe exceedance,3,1.51374,1,Low,2017 Ammonia Concentrations
SSSI,ASSI206,Loughaveely,Maximum CLe exceedance,3,0.12326,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI189,Cashel Loughs,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI180,Moyrourkan Lough,Maximum CLe exceedance,3,0.80814,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI125,Dead Island Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030323,Dead Island Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI131,Wolf Island Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030303,Wolf Island Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI214,Levallymore,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI222,Selshion,Maximum CLe exceedance,3,0.12697,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI305,Moneystaghan Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI215,Carrickastickan,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI198,Slieve Gullion,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030277,Slieve Gullion,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI027,Lough Beg,Maximum CLe exceedance,3,0.0946299999999995,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI127,Garry Bog Part II,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016610,Garry Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI004,Garry Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI339,Brackagh Bog,Maximum CLe exceedance,3,0.35489,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI295,Lough Gullion,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI202,Giant's Causeway and Dunseverick,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030224,North Antrim Coast,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI221,Derryvore,Maximum CLe exceedance,3,0.248279999999999,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI372,Craigs,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI409,Clermont & Anglesey Mountain,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI238,Fathom Upper,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI103,Carlingford Lough,Maximum CLe exceedance,3,0.0665599999999995,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI260,Ballymacaldrack,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI123,Caldanagh Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030199,Main Valley Bogs,Maximum CLe exceedance,3,1.61328,1,Low,2017 Ammonia Concentrations
SSSI,ASSI390,Prolusk,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI158,Greenan Lough,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI079,Derryleckagh,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI160,Greenan,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016620,Derryleckagh,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI009,Dunloy Bog,Maximum CLe exceedance,3,0.0335199999999998,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI107,White Park Bay,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI157,Castle Enigan,Maximum CLe exceedance,3,0.36525,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030214,Montiaghs Moss,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI377,Shane's Castle,Maximum CLe exceedance,3,0.04535,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI126,Frosses Bog,Maximum CLe exceedance,3,1.61328,1,Low,2017 Ammonia Concentrations
SSSI,ASSI217,Ballynanaghten,Maximum CLe exceedance,3,0.24744,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI178,Rostrevor Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030268,Rostrevor Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI303,Slieveanorra and Croaghan,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI163,Tow River Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030055,Rathlin Island,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI033,Rathlin Island - Coast,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI351,Western Mournes and Kilfeaghan Upper,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI161,Breen Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030097,Breen Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI356,Rathlin Island - Kebble,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI265,Rathsherry,Maximum CLe exceedance,3,0.46472,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI043,Rathlin Island - Ballygill North,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI067,Garron Plateau,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016606,Garron Plateau,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI037,Lackan Bog,Maximum CLe exceedance,3,0.83348,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI352,White Water River,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI169,Leathemstown,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI302,Carey Valley,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI045,Rathlin Island - Ballycarry,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI063,Slievenacloy,Maximum CLe exceedance,3,10.17582,4,Very High,2017 Ammonia Concentrations
SSSI,ASSI330,Fair Head and Murlough Bay,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI095,Eastern Mournes,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016615,Eastern Mournes,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI355,Glenariff Glen,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI026,Cleggan Valley,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI025,Glenariff,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI024,Glen Burn,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI408,Cranny Falls,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI023,Glenarm Woods,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI333,Galboly,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI379,Mournes Coast,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI406,Belvoir,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI162,Straidkilly Wood,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016612,Murlough,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI089,Murlough,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI150,Ballybannan,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI104,Outer Belfast Lough,Maximum CLe exceedance,3,1.57905,1,Low,2017 Ammonia Concentrations
SSSI,ASSI391,Knock Dhu Sallagh Braes,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI323,Little Deer Park,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI344,South Woodburn,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI343,North Woodburn Reservoir,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI022,North Woodburn Glen,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI164,Craigantlet Woods,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI399,Ballygalley Head,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI155,Corbally,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030180,Lecale Fens,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI153,Ballykilbeg,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030319,Ballykilbeg,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI358,Tyrella and Minerstown,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI211,Hollymount,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030169,Hollymount,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI149,Aughnadarragh Lough,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030318,Aughnadarragh Lough,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI106,Larne Lough,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI345,Copeland Reservoir,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI241,Newlands,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI170,Quoile,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI148,Turmennan,Maximum CLe exceedance,3,1.03872,1,Low,2017 Ammonia Concentrations
SAC,UK0030291,Turmennan,Maximum CLe exceedance,3,1.03872,1,Low,2017 Ammonia Concentrations
SSSI,ASSI006,Strangford Lough Part 1,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016618,Strangford Lough,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI034,Strangford Lough Part 3,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI105,Outer Ards,Maximum CLe exceedance,3,0.14426,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI386,St. John's Point,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI032,Strangford Lough Part 2,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI132,Heron and Carrigullian Loughs,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI151,Ballycam,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI225,Killough Bay and Strand Lough,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI193,Castletown,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI152,Ballynagross Lower,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI159,Loughmoney,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI273,Sheepland Coast,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI039,Loughkeelan,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI156,Carrowcarlin,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI321,Tullyratty,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI336,Blaeberry Island Bog,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI086,Killard,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI354,Lough Cowey,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI087,Ballyquintin Point,Maximum CLe exceedance,3,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI140,Lough Melvin,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0030047,Lough Melvin,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI017,Garvros,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI018,Moneendogue,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI020,Drumlisaleen,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI403,Rushy Hill,% of site in CLe exceedance,1,87.0629370629371,3,Most of site area,2017 Ammonia Concentrations
SSSI,ASSI297,Knocknashangan,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI299,Ross,% of site in CLe exceedance,1,0.0569476082004556,1,Small fraction of site area,2017 Ammonia Concentrations
SSSI,ASSI400,Frevagh,% of site in CLe exceedance,1,100,4,Entire site,2017 Ammonia Concentrations
SSSI,ASSI332,Tower More,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI353,Lough Anierin,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI190,Tullysranadeega,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI019,Lergan,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI065,Pettigoe Plateau,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SAC,UK0016607,Pettigoe Plateau,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI402,Drumcully,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI385,Stranacally,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI331,Glen East,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI271,Big Dog Scarps and Lakes,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI270,Lough Navar Scarps and Lakes,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI359,Lough Naman Bog and Lake,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI168,Glennasheevar,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
SSSI,ASSI191,The Cliffs of Magho,% of site in CLe exceedance,1,0,0,No exceedance,2017 Ammonia Concentrations
